longitude,latitude,adcode,province,district,address
116.39837,40.065270000000005,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.38681,40.06566,110114,北京市,昌平区,北京市昌平区东小口镇北京城建五机电设备安装工程分公司
116.34725,40.06374,110108,北京市,海淀区,北京市海淀区新康园(南区)黄平路8号院
116.35883,40.06429,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.32254,40.065940000000005,110114,北京市,昌平区,北京市昌平区回龙观街道北京少林武术学校分校
116.35172,40.06842,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.34773,40.067820000000005,110114,北京市,昌平区,北京市昌平区回龙观街道泰华龙旗广场泰华龙旗广场5号6号楼住宅小区
116.39254,40.06882,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.39711,40.06546,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.35332,40.06994,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路69
116.34698,40.06331,110108,北京市,海淀区,北京市海淀区黄平路北新家园
116.37781,40.067240000000005,110114,北京市,昌平区,北京市昌平区东小口镇新都路
116.33577,40.06821,110114,北京市,昌平区,北京市昌平区回龙观街道黄土东村路吉晟别墅
116.37535,40.06922,110114,北京市,昌平区,北京市昌平区东小口镇金果果双语幼儿园
116.34584,40.06732,110114,北京市,昌平区,北京市昌平区回龙观街道文华路龙旗购物中心
116.38296,40.06667,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.38422,40.06949,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.32981,40.064330000000005,110114,北京市,昌平区,北京市昌平区回龙观街道FANCY车队
116.34652,40.062960000000004,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路北京石油管理干部学院
116.36552999999999,40.063990000000004,110108,北京市,海淀区,北京市海淀区西三旗街道建材城中路金隅·翡丽
116.37839,40.06662,110114,北京市,昌平区,北京市昌平区东小口镇新都路
116.37172,40.06445,110108,北京市,海淀区,北京市海淀区西三旗街道砖瓦机械厂宿舍楼建材城东一里
116.39865999999999,40.06515,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.36816999999999,40.06222,110108,北京市,海淀区,北京市海淀区西三旗街道北京市第二十中学(新都校区)
116.37754,40.06933,110114,北京市,昌平区,北京市昌平区东小口镇414乡道
116.37235,40.06624,110108,北京市,海淀区,北京市海淀区西三旗街道金隅翡丽铂爵郡
116.34657,40.068270000000005,110114,北京市,昌平区,北京市昌平区回龙观街道黄土东村路19号龙旗购物中心
116.35122,40.06868,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路51
116.34267,40.06396,110114,北京市,昌平区,北京市昌平区回龙观街道太平庄北街东村家园
116.34531,40.06322,110114,北京市,昌平区,北京市昌平区回龙观街道匹夫涮肉城(西三旗店)北京石油管理干部学院
116.38412,40.06928,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.37358,40.06649,110114,北京市,昌平区,北京市昌平区东小口镇日用百货五金电料
116.38896,40.06886,110114,北京市,昌平区,北京市昌平区东小口镇北京天硕伟业高尔夫球会
116.34148,40.065220000000004,110114,北京市,昌平区,北京市昌平区回龙观街道黄土东村吉晟别墅
116.38631,40.064240000000005,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.34268999999999,40.069210000000005,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑二区龙博苑2区
116.32215,40.06821,110114,北京市,昌平区,北京市昌平区回龙观街道爱果学前教育新龙城1期
116.36195,40.066210000000005,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北二区)SOCO公社
116.34374,40.06935,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑二区龙博苑2区
116.35453,40.06579,110114,北京市,昌平区,北京市昌平区建材城西路9号院
116.38222999999999,40.069860000000006,110114,北京市,昌平区,北京市昌平区东小口镇414乡道
116.37762,40.06644,110114,北京市,昌平区,北京市昌平区东小口镇新都路
116.35296,40.06962,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路65
116.37218,40.066720000000004,110108,北京市,海淀区,北京市海淀区西三旗街道建材城联合社区人口计生委员会润生园
116.36724,40.06375,110108,北京市,海淀区,北京市海淀区西三旗街道新都路
116.36189,40.065580000000004,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.39487,40.063660000000006,110114,北京市,昌平区,北京市昌平区东小口镇太平郊野公园(东小口镇安全生产服务中心西南)
116.39256,40.069430000000004,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.37186,40.067890000000006,110108,北京市,海淀区,北京市海淀区建材城联合社区党总支
116.38224,40.06812,110114,北京市,昌平区,北京市昌平区东小口镇店上村综治维稳工作分中心
116.39242999999999,40.06384,110114,北京市,昌平区,北京市昌平区东小口镇北京西亚建筑市政工程有限责任公司太平郊野公园(东小口镇安全生产服务中心西南)
116.37786,40.065850000000005,110108,北京市,海淀区,北京市海淀区西三旗街道新都路金隅翡丽·爱公馆
116.39224,40.069590000000005,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.34142,40.06662,110114,北京市,昌平区,北京市昌平区回龙观街道文博路吉晟别墅
116.37232999999999,40.06347,110108,北京市,海淀区,北京市海淀区西三旗街道建材城东一里
116.39625,40.06958,110114,北京市,昌平区,北京市昌平区东小口镇415乡道
116.33326,40.06622,110114,北京市,昌平区,北京市昌平区回龙观街道新龙城(南区)新龙城3期
116.38499,40.068110000000004,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.35616,40.06774,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北二区)住总·旗胜家园北2区
116.37752,40.064510000000006,110108,北京市,海淀区,北京市海淀区西三旗街道建材城富力桃园A区建材城富力桃园
116.39278,40.06555,110114,北京市,昌平区,北京市昌平区东小口镇北京西亚建筑市政工程有限责任公司太平郊野公园(东小口镇安全生产服务中心西南)
116.37711,40.06975,110114,北京市,昌平区,北京市昌平区东小口镇北京普莱斯特设备安装有限公司
116.36259,40.06382,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.36124,40.06449,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.34828999999999,40.06542,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路东方神娃幼儿园昌平第一分部
116.37189,40.06928,110114,北京市,昌平区,北京市昌平区东小口镇建材城联合社区党总支
116.38964,40.069970000000005,110114,北京市,昌平区,北京市昌平区东小口镇北京天硕伟业高尔夫球会
116.39260999999999,40.06732,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.37290999999999,40.06965,110114,北京市,昌平区,北京市昌平区东小口镇东方红学校
116.34217,40.06982,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑社区卫生服务站龙博苑2区
116.36838999999999,40.069230000000005,110114,北京市,昌平区,北京市昌平区霍营街道华龙苑南里社区服务站
116.36247999999999,40.061280000000004,110108,北京市,海淀区,北京市海淀区西三旗街道建材城西路
116.37325,40.06922,110114,北京市,昌平区,北京市昌平区东小口镇东方红学校
116.35682,40.06552,110108,北京市,海淀区,北京市海淀区西三旗街道建材城西路3知本时代
116.34692,40.06825,110114,北京市,昌平区,北京市昌平区回龙观街道黄土东村路19号泰华龙旗广场5号6号楼住宅小区
116.39151,40.06884,110114,北京市,昌平区,北京市昌平区东小口镇北京天硕伟业高尔夫球会
116.35669,40.069120000000005,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北二区)住总·旗胜家园北2区
116.34295,40.069970000000005,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑社区卫生服务站
116.35683,40.06116,110108,北京市,海淀区,北京市海淀区西三旗街道建材城西路
116.39155,40.069680000000005,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.33279,40.067190000000004,110114,北京市,昌平区,北京市昌平区回龙观街道新龙城(南区)新龙城3期
116.38678,40.06622,110114,北京市,昌平区,北京市昌平区东小口镇北京城建五机电设备安装工程分公司
116.32426,40.06698,110114,北京市,昌平区,北京市昌平区回龙观街道南店北路北京少林武术学校分校
116.33523,40.067550000000004,110114,北京市,昌平区,北京市昌平区回龙观街道育知东路
116.39922,40.06572,110114,北京市,昌平区,北京市昌平区东小口镇中滩路太平郊野公园(东小口镇安全生产服务中心西南)
116.39218,40.06692,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.38414,40.069880000000005,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.34747999999999,40.06842,110114,北京市,昌平区,北京市昌平区回龙观街道泰华龙旗广场
116.37321,40.06747,110114,北京市,昌平区,北京市昌平区东小口镇建材城联合社区党总支
116.38112,40.067710000000005,110114,北京市,昌平区,北京市昌平区东小口镇店上村
116.36310999999999,40.067750000000004,110108,北京市,海淀区,北京市海淀区建材城东路soco号SOCO公社
116.38522999999999,40.068850000000005,110114,北京市,昌平区,北京市昌平区东小口镇北京司铎园林工程有限公司
116.38712,40.066250000000004,110114,北京市,昌平区,北京市昌平区东小口镇北京城建五机电设备安装工程分公司
116.36525,40.06741,110108,北京市,海淀区,北京市海淀区西三旗街道建材城中路2号
116.38378999999999,40.06628,110114,北京市,昌平区,北京市昌平区东小口镇锋超兴达租赁
116.39769,40.06946,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.39949,40.06924,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.33221999999999,40.06872,110114,北京市,昌平区,北京市昌平区回龙观街道昌平路380号院新龙城2期
116.37666999999999,40.06629,110114,北京市,昌平区,北京市昌平区东小口镇兰各庄村出租房屋户250-136号
116.33914,40.065960000000004,110114,北京市,昌平区,北京市昌平区回龙观街道吉晟别墅
116.38256,40.066120000000005,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.37827,40.06416,110108,北京市,海淀区,北京市海淀区西三旗街道朗乐音乐教室
116.35452,40.06515,110108,北京市,海淀区,北京市海淀区西三旗街道建材城西二里建材城西路9号院
116.34483999999999,40.06466,110114,北京市,昌平区,北京市昌平区回龙观街道东村家园
116.35597,40.06839,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北二区)住总·旗胜家园北2区
116.34226,40.06917,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑二区龙博苑2区
116.38447,40.06374,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.35296,40.06669,110114,北京市,昌平区,北京市昌平区建材城西路9号院新康园北区
116.39144,40.06821,110114,北京市,昌平区,北京市昌平区东小口镇北京天硕伟业高尔夫球会
116.35368,40.06944,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.35763,40.063660000000006,110108,北京市,海淀区,北京市海淀区西三旗街道知本时代
116.37365,40.062270000000005,110108,北京市,海淀区,北京市海淀区西三旗街道硅谷先锋建材城东一里
116.37673,40.065220000000004,110108,北京市,海淀区,北京市海淀区西三旗街道金隅翡丽·爱公馆
116.35723999999999,40.066770000000005,110114,北京市,昌平区,北京市昌平区住总·旗胜家园(北二区)北京国际温泉酒店
116.35311,40.069210000000005,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.37872,40.06924,110114,北京市,昌平区,北京市昌平区东小口镇414乡道
116.34721,40.068360000000006,110114,北京市,昌平区,北京市昌平区回龙观街道泰华龙旗广场
116.36469,40.06349,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.36325,40.06821,110108,北京市,海淀区,北京市海淀区建材城东路soco号
116.34994999999999,40.06539,110114,北京市,昌平区,北京市昌平区回龙观街道中关村学院附属万花筒幼儿园新康园北区
116.39214,40.06685,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.37732,40.06525,110108,北京市,海淀区,北京市海淀区西三旗街道新都路金隅翡丽·爱公馆
116.39117,40.06651,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.39462999999999,40.068760000000005,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.33273,40.065270000000005,110114,北京市,昌平区,北京市昌平区回龙观街道南店北路南店新村
116.32842,40.068270000000005,110114,北京市,昌平区,北京市昌平区回龙观街道南店北路北京回龙观万龙社区
116.38928,40.06685,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.34774999999999,40.06812,110114,北京市,昌平区,北京市昌平区回龙观街道泰华龙旗广场
116.35737,40.063120000000005,110108,北京市,海淀区,北京市海淀区西三旗街道知本时代
116.37942,40.06945,110114,北京市,昌平区,北京市昌平区东小口镇北京德亿隆门窗有限公司
116.36635,40.069120000000005,110114,北京市,昌平区,北京市昌平区霍营街道华龙苑南里社区服务站
116.38669,40.06448,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.35179,40.06992,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路61
116.35314,40.06492,110108,北京市,海淀区,北京市海淀区老妈酱肉拌菜新康园北区
116.39752,40.06316,110114,北京市,昌平区,北京市昌平区东小口镇太平郊野公园(东小口镇安全生产服务中心西南)
116.39174,40.06555,110114,北京市,昌平区,北京市昌平区东小口镇北京西亚建筑市政工程有限责任公司
116.35777,40.065560000000005,110108,北京市,海淀区,北京市海淀区西三旗街道好适口小小鲜肉包(枫丹丽舍店)北京国际温泉酒店
116.39939,40.06944,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.39422,40.067330000000005,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.34137,40.069230000000005,110114,北京市,昌平区,北京市昌平区回龙观街道龙博苑二区龙博苑2区
116.39242,40.06882,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.39465,40.06345,110114,北京市,昌平区,北京市昌平区东小口镇太平郊野公园(东小口镇安全生产服务中心西南)
116.38489,40.06642,110114,北京市,昌平区,北京市昌平区东小口镇锋超兴达租赁
116.35629,40.06243,110108,北京市,海淀区,北京市海淀区西三旗街道建材城西二里
116.33771999999999,40.068130000000004,110114,北京市,昌平区,北京市昌平区回龙观街道黄土东村路吉晟别墅
116.35674999999999,40.06327,110108,北京市,海淀区,北京市海淀区西三旗街道知本时代
116.34675,40.06223,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路北京石油管理干部学院
116.37549,40.065110000000004,110108,北京市,海淀区,北京市海淀区西三旗街道金隅翡丽·爱公馆
116.36225999999999,40.06322,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.39997,40.06732,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.36613,40.06879,110108,北京市,海淀区,北京市海淀区西三旗街道建材城中路2号
116.38611999999999,40.06579,110114,北京市,昌平区,北京市昌平区东小口镇北京城建五机电设备安装工程分公司
116.38622,40.06696,110114,北京市,昌平区,北京市昌平区东小口镇大自然红木
116.35434,40.065450000000006,110114,北京市,昌平区,北京市昌平区建材城西路9号院
116.38417,40.06982,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.32283,40.06516,110114,北京市,昌平区,北京市昌平区回龙观街道北京农商银行(回龙观支行)
116.32418,40.06666,110114,北京市,昌平区,北京市昌平区回龙观街道南店北路北京少林武术学校分校
116.38376,40.065470000000005,110114,北京市,昌平区,北京市昌平区东小口镇锋超兴达租赁
116.37659,40.06166,110108,北京市,海淀区,北京市海淀区西三旗街道建材城东路建材城富力桃园
116.38736,40.06911,110114,北京市,昌平区,北京市昌平区东小口镇北京高威高尔夫专卖店
116.34647,40.06875,110114,北京市,昌平区,北京市昌平区回龙观街道文华路
116.33122,40.068560000000005,110114,北京市,昌平区,北京市昌平区回龙观街道昌平路380号院新龙城2期
116.37478,40.06665,110114,北京市,昌平区,北京市昌平区东小口镇新都路
116.35383999999999,40.06769,110114,北京市,昌平区,北京市昌平区黄平路12
116.37241999999999,40.06693,110108,北京市,海淀区,北京市海淀区西三旗街道建材城联合社区人口计生委员会润生园
116.31994999999999,40.06772,110114,北京市,昌平区,北京市昌平区回龙观街道G6辅路蓝天圆梦幼儿园
116.37398999999999,40.06514,110108,北京市,海淀区,北京市海淀区西三旗街道新都路金隅翡丽·爱公馆
116.32833,40.06727,110114,北京市,昌平区,北京市昌平区回龙观街道黄土南店村北京回龙观医院
116.37752,40.06958,110114,北京市,昌平区,北京市昌平区东小口镇414乡道
116.37228,40.067240000000005,110108,北京市,海淀区,北京市海淀区西三旗街道建材城联合社区人口计生委员会润生园
116.32746999999999,40.064420000000005,110114,北京市,昌平区,北京市昌平区回龙观街道回龙观派出所北京回龙观医院
116.39560999999999,40.069480000000006,110114,北京市,昌平区,北京市昌平区东小口镇415乡道
116.37861,40.06627,110114,北京市,昌平区,北京市昌平区东小口镇新都路
116.35776,40.068220000000004,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北一区)住总·旗胜家园北2区
116.37711999999999,40.063810000000004,110108,北京市,海淀区,北京市海淀区西三旗街道建材城富力桃园
116.36122999999999,40.064550000000004,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.39698,40.06898,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.38385,40.06917,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.33228,40.06645,110114,北京市,昌平区,北京市昌平区回龙观街道北京丹迪兰幼稚集团新龙城园
116.36773,40.06974,110114,北京市,昌平区,北京市昌平区霍营街道华龙苑南里社区服务站
116.33310999999999,40.068540000000006,110114,北京市,昌平区,北京市昌平区回龙观街道新龙城(北区)新龙城2期
116.37472,40.069430000000004,110114,北京市,昌平区,北京市昌平区东小口镇东方红学校
116.39430999999999,40.06654,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.38262999999999,40.06228,110108,北京市,海淀区,北京市海淀区建材城东路鼎泽恒旧货市场
116.37541999999999,40.06951,110114,北京市,昌平区,北京市昌平区东小口镇中共兰各庄村支部委员会
116.36937999999999,40.06931,110114,北京市,昌平区,北京市昌平区霍营街道告示牌
116.35365999999999,40.068650000000005,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.36493999999999,40.06938,110114,北京市,昌平区,北京市昌平区霍营街道黄土店站
116.39949,40.06282,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.39227,40.06356,110114,北京市,昌平区,北京市昌平区东小口镇北京西亚建筑市政工程有限责任公司太平郊野公园(东小口镇安全生产服务中心西南)
116.32614,40.065180000000005,110114,北京市,昌平区,北京市昌平区回龙观街道万润家园
116.38373,40.064130000000006,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.32583,40.067910000000005,110114,北京市,昌平区,北京市昌平区回龙观街道万润家园
116.35235999999999,40.067710000000005,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.39223,40.064130000000006,110114,北京市,昌平区,北京市昌平区东小口镇北京西亚建筑市政工程有限责任公司太平郊野公园(东小口镇安全生产服务中心西南)
116.39192,40.06966,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.33685,40.06626,110114,北京市,昌平区,北京市昌平区回龙观街道灯箱彩钢钢构广告牌吉晟别墅
116.35952,40.06969,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北一区)住总·旗胜家园北1区
116.35795,40.066880000000005,110114,北京市,昌平区,北京市昌平区住总·旗胜家园(北二区)住总·旗胜家园南区
116.32545999999999,40.06891,110114,北京市,昌平区,北京市昌平区回龙观街道新龙城22号楼新龙城1期
116.36359,40.06617,110108,北京市,海淀区,北京市海淀区西三旗街道本真双语艺术幼稚园(建材城中路)
116.35431,40.06886,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路
116.37223999999999,40.061550000000004,110108,北京市,海淀区,北京市海淀区西三旗街道建材城东路建材城东一里
116.31246,40.068270000000005,110114,北京市,昌平区,北京市昌平区回龙观街道龙域东一路
116.37926999999999,40.06729,110114,北京市,昌平区,北京市昌平区东小口镇晨光烧饼(兰各庄分店)
116.39361,40.06452,110114,北京市,昌平区,北京市昌平区东小口镇太平郊野公园(东小口镇安全生产服务中心西南)
116.36220999999999,40.06588,110108,北京市,海淀区,北京市海淀区枫丹丽舍
116.34843,40.06765,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路29泰华龙旗广场5号6号楼住宅小区
116.38262,40.06452,110114,北京市,昌平区,北京市昌平区东小口镇中国邮政储蓄银行(富力桃园营业所)
116.39661,40.069950000000006,110114,北京市,昌平区,北京市昌平区东小口镇415乡道
116.39215,40.06147,110114,北京市,昌平区,北京市昌平区东小口镇单村太平郊野公园(东小口镇安全生产服务中心西南)
116.39233,40.06862,110114,北京市,昌平区,北京市昌平区东小口镇任意球足球公园
116.39957,40.06933,110114,北京市,昌平区,北京市昌平区东小口镇中滩路
116.38359,40.064260000000004,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.39689,40.06842,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.38277,40.06942,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.38365,40.065290000000005,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.36389,40.068220000000004,110108,北京市,海淀区,北京市海淀区西三旗街道北京布乐奶酪坊
116.36447,40.062630000000006,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.38699,40.068780000000004,110114,北京市,昌平区,北京市昌平区东小口镇北京高威高尔夫专卖店
116.38219,40.06425,110108,北京市,海淀区,北京市海淀区中国邮政储蓄银行(富力桃园营业所)
116.38244999999999,40.068650000000005,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.37285,40.068310000000004,110114,北京市,昌平区,北京市昌平区东小口镇建材城联合社区党总支
116.31832,40.06559,110114,北京市,昌平区,北京市昌平区回龙观街道蓝天嘉园
116.36429,40.066340000000004,110108,北京市,海淀区,北京市海淀区西三旗街道青岛啤酒五星快乐驿站
116.37567,40.06356,110108,北京市,海淀区,北京市海淀区西三旗街道硅谷先锋建材城东二里
116.36192,40.068870000000004,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北一区)SOCO公社
116.39319,40.06712,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.32542,40.06662,110114,北京市,昌平区,北京市昌平区回龙观街道万润家园
116.33373999999999,40.06253,110114,北京市,昌平区,北京市昌平区回龙观街道南店新村6号楼南店新村
116.37276,40.06257,110108,北京市,海淀区,北京市海淀区西三旗街道建材城东一里
116.38244,40.068670000000004,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.38525,40.06745,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.35922,40.06393,110108,北京市,海淀区,北京市海淀区西三旗街道枫丹丽舍
116.39652,40.06597,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.38598,40.067510000000006,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.38385,40.06474,110114,北京市,昌平区,北京市昌平区东小口镇大佛寺
116.38247,40.06671,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.37169,40.06852,110108,北京市,海淀区,北京市海淀区西三旗街道建材城联合社区党总支
116.38221,40.06622,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.39744999999999,40.06796,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街
116.37182,40.06666,110108,北京市,海淀区,北京市海淀区西三旗街道建材城联合社区人口计生委员会润生园
116.38262,40.06954,110114,北京市,昌平区,北京市昌平区东小口镇417乡道
116.35991,40.067640000000004,110114,北京市,昌平区,北京市昌平区回龙观街道住总·旗胜家园(北二区)文德幼儿园
116.36742,40.06928,110114,北京市,昌平区,北京市昌平区霍营街道华龙苑南里社区服务站
116.39793,40.06528,110114,北京市,昌平区,北京市昌平区东小口镇太平庄中街太平郊野公园(东小口镇安全生产服务中心西南)
116.33344,40.064890000000005,110114,北京市,昌平区,北京市昌平区回龙观街道南店新村
116.32199,40.06322,110114,北京市,昌平区,北京市昌平区回龙观街道G6辅路
116.32235,40.06926,110114,北京市,昌平区,北京市昌平区回龙观街道优贝幼儿园新龙城1期
116.35226,40.069430000000004,110114,北京市,昌平区,北京市昌平区回龙观街道黄平路59
116.39771999999999,40.064440000000005,110114,北京市,昌平区,北京市昌平区东小口镇太平郊野公园(东小口镇安全生产服务中心西南)
